Fund_Name,NAV,Date
SBI Small Cap Fund - Direct Plan - Growth,109.0144,22-09-2021
SBI Small Cap Fund - Direct Plan - Growth,107.9811,21-09-2021
SBI Small Cap Fund - Direct Plan - Growth,107.5332,20-09-2021
SBI Small Cap Fund - Direct Plan - Growth,109.0842,17-09-2021
SBI Small Cap Fund - Direct Plan - Growth,110.188,16-09-2021
SBI Small Cap Fund - Direct Plan - Growth,110.3295,15-09-2021
SBI Small Cap Fund - Direct Plan - Growth,109.5639,14-09-2021
SBI Small Cap Fund - Direct Plan - Growth,108.3557,13-09-2021
SBI Small Cap Fund - Direct Plan - Growth,108.1289,09-09-2021
SBI Small Cap Fund - Direct Plan - Growth,107.1416,08-09-2021
SBI Small Cap Fund - Direct Plan - Growth,106.9263,07-09-2021
SBI Small Cap Fund - Direct Plan - Growth,107.1149,06-09-2021
SBI Small Cap Fund - Direct Plan - Growth,106.5171,03-09-2021
SBI Small Cap Fund - Direct Plan - Growth,106.4916,02-09-2021
SBI Small Cap Fund - Direct Plan - Growth,105.6616,01-09-2021
SBI Small Cap Fund - Direct Plan - Growth,105.6214,31-08-2021
SBI Small Cap Fund - Direct Plan - Growth,104.648,30-08-2021
SBI Small Cap Fund - Direct Plan - Growth,102.8137,27-08-2021
SBI Small Cap Fund - Direct Plan - Growth,102.162,26-08-2021
SBI Small Cap Fund - Direct Plan - Growth,101.532,25-08-2021
SBI Small Cap Fund - Direct Plan - Growth,101.0715,24-08-2021
SBI Small Cap Fund - Direct Plan - Growth,100.065,23-08-2021
SBI Small Cap Fund - Direct Plan - Growth,101.3154,20-08-2021
SBI Small Cap Fund - Direct Plan - Growth,102.7792,18-08-2021
SBI Small Cap Fund - Direct Plan - Growth,102.9948,17-08-2021
SBI Small Cap Fund - Direct Plan - Growth,102.6818,16-08-2021
SBI Small Cap Fund - Direct Plan - Growth,103.1156,13-08-2021
SBI Small Cap Fund - Direct Plan - Growth,102.8351,12-08-2021
SBI Small Cap Fund - Direct Plan - Growth,101.5778,11-08-2021
SBI Small Cap Fund - Direct Plan - Growth,102.739,10-08-2021
SBI Small Cap Fund - Direct Plan - Growth,104.2697,09-08-2021
SBI Small Cap Fund - Direct Plan - Growth,104.8069,06-08-2021
SBI Small Cap Fund - Direct Plan - Growth,104.998,05-08-2021
SBI Small Cap Fund - Direct Plan - Growth,105.4579,04-08-2021
SBI Small Cap Fund - Direct Plan - Growth,106.3929,03-08-2021
SBI Small Cap Fund - Direct Plan - Growth,106.1017,02-08-2021
SBI Small Cap Fund - Direct Plan - Growth,105.3714,30-07-2021
SBI Small Cap Fund - Direct Plan - Growth,104.8903,29-07-2021
SBI Small Cap Fund - Direct Plan - Growth,103.617,28-07-2021
SBI Small Cap Fund - Direct Plan - Growth,103.8914,27-07-2021
SBI Small Cap Fund - Direct Plan - Growth,104.4083,26-07-2021
SBI Small Cap Fund - Direct Plan - Growth,104.3972,23-07-2021
SBI Small Cap Fund - Direct Plan - Growth,104.1531,22-07-2021
SBI Small Cap Fund - Direct Plan - Growth,103.3603,20-07-2021
SBI Small Cap Fund - Direct Plan - Growth,104.8046,19-07-2021
SBI Small Cap Fund - Direct Plan - Growth,104.9914,16-07-2021
SBI Small Cap Fund - Direct Plan - Growth,105.0695,15-07-2021
SBI Small Cap Fund - Direct Plan - Growth,105.2564,14-07-2021
SBI Small Cap Fund - Direct Plan - Growth,104.6746,13-07-2021
SBI Small Cap Fund - Direct Plan - Growth,104.1041,12-07-2021
SBI Small Cap Fund - Direct Plan - Growth,103.1664,09-07-2021
SBI Small Cap Fund - Direct Plan - Growth,103.0963,08-07-2021
SBI Small Cap Fund - Direct Plan - Growth,103.5981,07-07-2021
SBI Small Cap Fund - Direct Plan - Growth,102.8988,06-07-2021
SBI Small Cap Fund - Direct Plan - Growth,102.4792,05-07-2021
SBI Small Cap Fund - Direct Plan - Growth,101.8067,02-07-2021
SBI Small Cap Fund - Direct Plan - Growth,101.142,01-07-2021
SBI Small Cap Fund - Direct Plan - Growth,100.9756,30-06-2021
SBI Small Cap Fund - Direct Plan - Growth,100.5042,29-06-2021
SBI Small Cap Fund - Direct Plan - Growth,100.7862,28-06-2021
SBI Small Cap Fund - Direct Plan - Growth,100.1155,25-06-2021
SBI Small Cap Fund - Direct Plan - Growth,99.7729,24-06-2021
SBI Small Cap Fund - Direct Plan - Growth,99.71,23-06-2021
SBI Small Cap Fund - Direct Plan - Growth,99.366,22-06-2021
SBI Small Cap Fund - Direct Plan - Growth,98.8195,21-06-2021
SBI Small Cap Fund - Direct Plan - Growth,98.4344,18-06-2021
SBI Small Cap Fund - Direct Plan - Growth,98.6026,17-06-2021
SBI Small Cap Fund - Direct Plan - Growth,99.1338,16-06-2021
SBI Small Cap Fund - Direct Plan - Growth,99.6014,15-06-2021
SBI Small Cap Fund - Direct Plan - Growth,99.2339,14-06-2021
SBI Small Cap Fund - Direct Plan - Growth,99.8345,11-06-2021
SBI Small Cap Fund - Direct Plan - Growth,99.9654,10-06-2021
SBI Small Cap Fund - Direct Plan - Growth,99.0036,09-06-2021
SBI Small Cap Fund - Direct Plan - Growth,100.1122,08-06-2021
SBI Small Cap Fund - Direct Plan - Growth,99.9491,07-06-2021
SBI Small Cap Fund - Direct Plan - Growth,98.8539,04-06-2021
SBI Small Cap Fund - Direct Plan - Growth,98.125,03-06-2021
SBI Small Cap Fund - Direct Plan - Growth,98.0796,02-06-2021
SBI Small Cap Fund - Direct Plan - Growth,97.2044,01-06-2021
SBI Small Cap Fund - Direct Plan - Growth,97.38,31-05-2021
SBI Small Cap Fund - Direct Plan - Growth,97.2483,28-05-2021
SBI Small Cap Fund - Direct Plan - Growth,97.9063,27-05-2021
SBI Small Cap Fund - Direct Plan - Growth,97.3437,26-05-2021
SBI Small Cap Fund - Direct Plan - Growth,96.8992,25-05-2021
SBI Small Cap Fund - Direct Plan - Growth,96.0305,24-05-2021
SBI Small Cap Fund - Direct Plan - Growth,95.3914,21-05-2021
SBI Small Cap Fund - Direct Plan - Growth,95.0316,20-05-2021
SBI Small Cap Fund - Direct Plan - Growth,94.7558,19-05-2021
SBI Small Cap Fund - Direct Plan - Growth,93.9225,18-05-2021
SBI Small Cap Fund - Direct Plan - Growth,92.9585,17-05-2021
SBI Small Cap Fund - Direct Plan - Growth,92.2765,14-05-2021
SBI Small Cap Fund - Direct Plan - Growth,92.9124,12-05-2021
SBI Small Cap Fund - Direct Plan - Growth,93.5737,11-05-2021
SBI Small Cap Fund - Direct Plan - Growth,92.846,10-05-2021
SBI Small Cap Fund - Direct Plan - Growth,92.2135,07-05-2021
SBI Small Cap Fund - Direct Plan - Growth,92.1186,06-05-2021
SBI Small Cap Fund - Direct Plan - Growth,92.0577,05-05-2021
SBI Small Cap Fund - Direct Plan - Growth,91.3626,04-05-2021
SBI Small Cap Fund - Direct Plan - Growth,91.3828,03-05-2021
SBI Small Cap Fund - Direct Plan - Growth,90.4752,30-04-2021
SBI Small Cap Fund - Direct Plan - Growth,90.6173,29-04-2021
SBI Small Cap Fund - Direct Plan - Growth,90.332,28-04-2021
SBI Small Cap Fund - Direct Plan - Growth,89.5712,27-04-2021
SBI Small Cap Fund - Direct Plan - Growth,88.5558,26-04-2021
SBI Small Cap Fund - Direct Plan - Growth,87.9149,23-04-2021
SBI Small Cap Fund - Direct Plan - Growth,87.767,22-04-2021
SBI Small Cap Fund - Direct Plan - Growth,87.1948,20-04-2021
SBI Small Cap Fund - Direct Plan - Growth,86.7783,19-04-2021
SBI Small Cap Fund - Direct Plan - Growth,87.3888,16-04-2021
SBI Small Cap Fund - Direct Plan - Growth,87.1259,15-04-2021
SBI Small Cap Fund - Direct Plan - Growth,86.9516,13-04-2021
SBI Small Cap Fund - Direct Plan - Growth,86.272,12-04-2021
SBI Small Cap Fund - Direct Plan - Growth,90.0091,09-04-2021
SBI Small Cap Fund - Direct Plan - Growth,89.9964,08-04-2021
SBI Small Cap Fund - Direct Plan - Growth,88.9063,07-04-2021
SBI Small Cap Fund - Direct Plan - Growth,88.3419,06-04-2021
SBI Small Cap Fund - Direct Plan - Growth,87.5976,05-04-2021
SBI Small Cap Fund - Direct Plan - Growth,88.4903,01-04-2021
SBI Small Cap Fund - Direct Plan - Growth,87.4737,31-03-2021
SBI Small Cap Fund - Direct Plan - Growth,86.6977,30-03-2021
SBI Small Cap Fund - Direct Plan - Growth,85.5087,26-03-2021
SBI Small Cap Fund - Direct Plan - Growth,84.6698,25-03-2021
SBI Small Cap Fund - Direct Plan - Growth,86.1717,24-03-2021
SBI Small Cap Fund - Direct Plan - Growth,87.5212,23-03-2021
SBI Small Cap Fund - Direct Plan - Growth,86.4156,22-03-2021
SBI Small Cap Fund - Direct Plan - Growth,85.7498,19-03-2021
SBI Small Cap Fund - Direct Plan - Growth,86.0465,18-03-2021
SBI Small Cap Fund - Direct Plan - Growth,87.2732,17-03-2021
SBI Small Cap Fund - Direct Plan - Growth,88.5682,16-03-2021
SBI Small Cap Fund - Direct Plan - Growth,88.5963,15-03-2021
SBI Small Cap Fund - Direct Plan - Growth,88.9315,12-03-2021
SBI Small Cap Fund - Direct Plan - Growth,88.6966,10-03-2021
SBI Small Cap Fund - Direct Plan - Growth,88.3161,09-03-2021
SBI Small Cap Fund - Direct Plan - Growth,88.5876,08-03-2021
SBI Small Cap Fund - Direct Plan - Growth,88.2252,05-03-2021
SBI Small Cap Fund - Direct Plan - Growth,88.9623,04-03-2021
SBI Small Cap Fund - Direct Plan - Growth,88.4923,03-03-2021
SBI Small Cap Fund - Direct Plan - Growth,87.7662,02-03-2021
SBI Small Cap Fund - Direct Plan - Growth,86.8947,01-03-2021
SBI Small Cap Fund - Direct Plan - Growth,85.7878,26-02-2021
SBI Small Cap Fund - Direct Plan - Growth,86.3588,25-02-2021
SBI Small Cap Fund - Direct Plan - Growth,84.7936,24-02-2021
SBI Small Cap Fund - Direct Plan - Growth,84.0135,23-02-2021
SBI Small Cap Fund - Direct Plan - Growth,83.6608,22-02-2021
SBI Small Cap Fund - Direct Plan - Growth,84.9273,19-02-2021
SBI Small Cap Fund - Direct Plan - Growth,85.5317,18-02-2021
SBI Small Cap Fund - Direct Plan - Growth,84.8193,17-02-2021
SBI Small Cap Fund - Direct Plan - Growth,84.5871,16-02-2021
SBI Small Cap Fund - Direct Plan - Growth,85.0276,15-02-2021
SBI Small Cap Fund - Direct Plan - Growth,84.5864,12-02-2021
SBI Small Cap Fund - Direct Plan - Growth,84.1694,11-02-2021
SBI Small Cap Fund - Direct Plan - Growth,83.3864,10-02-2021
SBI Small Cap Fund - Direct Plan - Growth,83.1303,09-02-2021
SBI Small Cap Fund - Direct Plan - Growth,83.4924,08-02-2021
SBI Small Cap Fund - Direct Plan - Growth,82.6153,05-02-2021
SBI Small Cap Fund - Direct Plan - Growth,82.4453,04-02-2021
SBI Small Cap Fund - Direct Plan - Growth,81.6538,03-02-2021
SBI Small Cap Fund - Direct Plan - Growth,80.6225,02-02-2021
SBI Small Cap Fund - Direct Plan - Growth,79.4344,01-02-2021
SBI Small Cap Fund - Direct Plan - Growth,77.8537,29-01-2021
SBI Small Cap Fund - Direct Plan - Growth,77.7009,28-01-2021
SBI Small Cap Fund - Direct Plan - Growth,78.2494,27-01-2021
SBI Small Cap Fund - Direct Plan - Growth,78.9867,25-01-2021
SBI Small Cap Fund - Direct Plan - Growth,79.6084,22-01-2021
SBI Small Cap Fund - Direct Plan - Growth,80.5094,21-01-2021
SBI Small Cap Fund - Direct Plan - Growth,80.6259,20-01-2021
SBI Small Cap Fund - Direct Plan - Growth,80.6173,19-01-2021
SBI Small Cap Fund - Direct Plan - Growth,79.4401,18-01-2021
SBI Small Cap Fund - Direct Plan - Growth,80.5302,15-01-2021
SBI Small Cap Fund - Direct Plan - Growth,81.0944,14-01-2021
SBI Small Cap Fund - Direct Plan - Growth,81.6065,13-01-2021
SBI Small Cap Fund - Direct Plan - Growth,81.9853,12-01-2021
SBI Small Cap Fund - Direct Plan - Growth,82.0949,11-01-2021
SBI Small Cap Fund - Direct Plan - Growth,82.4047,08-01-2021
SBI Small Cap Fund - Direct Plan - Growth,81.8689,07-01-2021
SBI Small Cap Fund - Direct Plan - Growth,80.8795,06-01-2021
SBI Small Cap Fund - Direct Plan - Growth,80.6897,05-01-2021
SBI Small Cap Fund - Direct Plan - Growth,79.9178,04-01-2021
SBI Small Cap Fund - Direct Plan - Growth,78.961,01-01-2021
SBI Small Cap Fund - Direct Plan - Growth,78.1396,31-12-2020
SBI Small Cap Fund - Direct Plan - Growth,78.1608,30-12-2020
SBI Small Cap Fund - Direct Plan - Growth,77.9378,29-12-2020
SBI Small Cap Fund - Direct Plan - Growth,77.201,28-12-2020
SBI Small Cap Fund - Direct Plan - Growth,76.2652,24-12-2020
SBI Small Cap Fund - Direct Plan - Growth,75.995,23-12-2020
SBI Small Cap Fund - Direct Plan - Growth,74.4438,22-12-2020
SBI Small Cap Fund - Direct Plan - Growth,74.3431,21-12-2020
SBI Small Cap Fund - Direct Plan - Growth,76.6351,18-12-2020
SBI Small Cap Fund - Direct Plan - Growth,76.9464,17-12-2020
SBI Small Cap Fund - Direct Plan - Growth,77.1352,16-12-2020
SBI Small Cap Fund - Direct Plan - Growth,76.8527,15-12-2020
SBI Small Cap Fund - Direct Plan - Growth,76.7302,14-12-2020
SBI Small Cap Fund - Direct Plan - Growth,76.1897,11-12-2020
SBI Small Cap Fund - Direct Plan - Growth,76.0258,10-12-2020
SBI Small Cap Fund - Direct Plan - Growth,76.3633,09-12-2020
SBI Small Cap Fund - Direct Plan - Growth,76.0347,08-12-2020
SBI Small Cap Fund - Direct Plan - Growth,76.2757,07-12-2020
SBI Small Cap Fund - Direct Plan - Growth,75.2531,04-12-2020
SBI Small Cap Fund - Direct Plan - Growth,74.5188,03-12-2020
SBI Small Cap Fund - Direct Plan - Growth,74.0961,02-12-2020
SBI Small Cap Fund - Direct Plan - Growth,73.9151,01-12-2020
SBI Small Cap Fund - Direct Plan - Growth,73.1105,27-11-2020
SBI Small Cap Fund - Direct Plan - Growth,71.4394,26-11-2020
SBI Small Cap Fund - Direct Plan - Growth,71.2859,25-11-2020
SBI Small Cap Fund - Direct Plan - Growth,72.0394,24-11-2020
SBI Small Cap Fund - Direct Plan - Growth,71.3108,23-11-2020
SBI Small Cap Fund - Direct Plan - Growth,70.6897,20-11-2020
SBI Small Cap Fund - Direct Plan - Growth,70.3257,19-11-2020
SBI Small Cap Fund - Direct Plan - Growth,70.0787,18-11-2020
SBI Small Cap Fund - Direct Plan - Growth,69.2585,17-11-2020
SBI Small Cap Fund - Direct Plan - Growth,67.8975,13-11-2020
SBI Small Cap Fund - Direct Plan - Growth,67.0874,12-11-2020
SBI Small Cap Fund - Direct Plan - Growth,66.6685,11-11-2020
SBI Small Cap Fund - Direct Plan - Growth,66.4961,10-11-2020
SBI Small Cap Fund - Direct Plan - Growth,66.5707,09-11-2020
SBI Small Cap Fund - Direct Plan - Growth,65.761,06-11-2020
SBI Small Cap Fund - Direct Plan - Growth,65.3632,05-11-2020
SBI Small Cap Fund - Direct Plan - Growth,64.6703,04-11-2020
SBI Small Cap Fund - Direct Plan - Growth,64.2757,03-11-2020
SBI Small Cap Fund - Direct Plan - Growth,63.9582,02-11-2020
SBI Small Cap Fund - Direct Plan - Growth,64.0422,30-10-2020
SBI Small Cap Fund - Direct Plan - Growth,63.8738,29-10-2020
SBI Small Cap Fund - Direct Plan - Growth,64.1264,28-10-2020
SBI Small Cap Fund - Direct Plan - Growth,64.2905,27-10-2020
SBI Small Cap Fund - Direct Plan - Growth,64.1467,26-10-2020
SBI Small Cap Fund - Direct Plan - Growth,64.4167,23-10-2020
SBI Small Cap Fund - Direct Plan - Growth,63.9264,22-10-2020
SBI Small Cap Fund - Direct Plan - Growth,63.7626,21-10-2020
SBI Small Cap Fund - Direct Plan - Growth,63.7148,20-10-2020
SBI Small Cap Fund - Direct Plan - Growth,63.7933,19-10-2020
SBI Small Cap Fund - Direct Plan - Growth,63.2883,16-10-2020
SBI Small Cap Fund - Direct Plan - Growth,62.5586,15-10-2020
SBI Small Cap Fund - Direct Plan - Growth,63.4637,14-10-2020
SBI Small Cap Fund - Direct Plan - Growth,62.8658,13-10-2020
SBI Small Cap Fund - Direct Plan - Growth,62.7597,12-10-2020
SBI Small Cap Fund - Direct Plan - Growth,63.2906,09-10-2020
SBI Small Cap Fund - Direct Plan - Growth,63.4817,08-10-2020
SBI Small Cap Fund - Direct Plan - Growth,64.1025,07-10-2020
SBI Small Cap Fund - Direct Plan - Growth,64.2617,06-10-2020
SBI Small Cap Fund - Direct Plan - Growth,64.3535,05-10-2020
SBI Small Cap Fund - Direct Plan - Growth,64.1093,01-10-2020
SBI Small Cap Fund - Direct Plan - Growth,63.8023,30-09-2020
SBI Small Cap Fund - Direct Plan - Growth,63.6305,29-09-2020
SBI Small Cap Fund - Direct Plan - Growth,63.5663,28-09-2020
SBI Small Cap Fund - Direct Plan - Growth,62.4845,25-09-2020
SBI Small Cap Fund - Direct Plan - Growth,61.6467,24-09-2020
SBI Small Cap Fund - Direct Plan - Growth,62.7063,23-09-2020
SBI Small Cap Fund - Direct Plan - Growth,62.8153,22-09-2020
SBI Small Cap Fund - Direct Plan - Growth,63.9585,21-09-2020
SBI Small Cap Fund - Direct Plan - Growth,65.7147,18-09-2020
SBI Small Cap Fund - Direct Plan - Growth,66.2742,17-09-2020
SBI Small Cap Fund - Direct Plan - Growth,66.7009,16-09-2020
SBI Small Cap Fund - Direct Plan - Growth,66.5188,15-09-2020
SBI Small Cap Fund - Direct Plan - Growth,65.8331,14-09-2020
SBI Small Cap Fund - Direct Plan - Growth,62.9364,11-09-2020
SBI Small Cap Fund - Direct Plan - Growth,62.9838,10-09-2020
SBI Small Cap Fund - Direct Plan - Growth,61.9976,09-09-2020
SBI Small Cap Fund - Direct Plan - Growth,62.6925,08-09-2020
SBI Small Cap Fund - Direct Plan - Growth,63.1455,07-09-2020
SBI Small Cap Fund - Direct Plan - Growth,63.0449,04-09-2020
SBI Small Cap Fund - Direct Plan - Growth,63.6277,03-09-2020
SBI Small Cap Fund - Direct Plan - Growth,63.5433,02-09-2020
SBI Small Cap Fund - Direct Plan - Growth,62.3265,01-09-2020
SBI Small Cap Fund - Direct Plan - Growth,62.3588,31-08-2020
SBI Small Cap Fund - Direct Plan - Growth,65.0345,28-08-2020
SBI Small Cap Fund - Direct Plan - Growth,65.0304,27-08-2020
SBI Small Cap Fund - Direct Plan - Growth,64.6439,26-08-2020
SBI Small Cap Fund - Direct Plan - Growth,64.2012,25-08-2020
SBI Small Cap Fund - Direct Plan - Growth,64.2166,24-08-2020
SBI Small Cap Fund - Direct Plan - Growth,63.2056,21-08-2020
SBI Small Cap Fund - Direct Plan - Growth,62.3087,20-08-2020
SBI Small Cap Fund - Direct Plan - Growth,61.7767,19-08-2020
SBI Small Cap Fund - Direct Plan - Growth,61.5686,18-08-2020
SBI Small Cap Fund - Direct Plan - Growth,61.0084,17-08-2020
SBI Small Cap Fund - Direct Plan - Growth,60.8519,14-08-2020
SBI Small Cap Fund - Direct Plan - Growth,60.7092,13-08-2020
SBI Small Cap Fund - Direct Plan - Growth,59.2859,12-08-2020
SBI Small Cap Fund - Direct Plan - Growth,58.9922,11-08-2020
SBI Small Cap Fund - Direct Plan - Growth,58.7216,10-08-2020
SBI Small Cap Fund - Direct Plan - Growth,57.9724,07-08-2020
SBI Small Cap Fund - Direct Plan - Growth,57.6979,06-08-2020
SBI Small Cap Fund - Direct Plan - Growth,57.0065,05-08-2020
SBI Small Cap Fund - Direct Plan - Growth,56.5565,04-08-2020
SBI Small Cap Fund - Direct Plan - Growth,56.0147,03-08-2020
SBI Small Cap Fund - Direct Plan - Growth,55.3008,31-07-2020
SBI Small Cap Fund - Direct Plan - Growth,55.0194,30-07-2020
SBI Small Cap Fund - Direct Plan - Growth,55.1299,29-07-2020
SBI Small Cap Fund - Direct Plan - Growth,55.2362,28-07-2020
SBI Small Cap Fund - Direct Plan - Growth,55.5097,27-07-2020
SBI Small Cap Fund - Direct Plan - Growth,56.1087,24-07-2020
SBI Small Cap Fund - Direct Plan - Growth,55.9901,23-07-2020
SBI Small Cap Fund - Direct Plan - Growth,55.5652,22-07-2020
SBI Small Cap Fund - Direct Plan - Growth,55.4238,21-07-2020
SBI Small Cap Fund - Direct Plan - Growth,54.9045,20-07-2020
SBI Small Cap Fund - Direct Plan - Growth,54.546,17-07-2020
SBI Small Cap Fund - Direct Plan - Growth,54.2633,16-07-2020
SBI Small Cap Fund - Direct Plan - Growth,54.4579,15-07-2020
SBI Small Cap Fund - Direct Plan - Growth,54.2574,14-07-2020
SBI Small Cap Fund - Direct Plan - Growth,54.5398,13-07-2020
SBI Small Cap Fund - Direct Plan - Growth,54.9376,10-07-2020
SBI Small Cap Fund - Direct Plan - Growth,54.9956,09-07-2020
SBI Small Cap Fund - Direct Plan - Growth,54.5073,08-07-2020
SBI Small Cap Fund - Direct Plan - Growth,54.932,07-07-2020
SBI Small Cap Fund - Direct Plan - Growth,54.7915,06-07-2020
SBI Small Cap Fund - Direct Plan - Growth,53.9367,03-07-2020
SBI Small Cap Fund - Direct Plan - Growth,53.4633,02-07-2020
SBI Small Cap Fund - Direct Plan - Growth,53.0526,01-07-2020
SBI Small Cap Fund - Direct Plan - Growth,52.8219,30-06-2020
SBI Small Cap Fund - Direct Plan - Growth,52.9446,29-06-2020
SBI Small Cap Fund - Direct Plan - Growth,53.4577,26-06-2020
SBI Small Cap Fund - Direct Plan - Growth,53.1915,25-06-2020
SBI Small Cap Fund - Direct Plan - Growth,53.2495,24-06-2020
SBI Small Cap Fund - Direct Plan - Growth,53.6129,23-06-2020
SBI Small Cap Fund - Direct Plan - Growth,53.2647,22-06-2020
SBI Small Cap Fund - Direct Plan - Growth,52.3501,19-06-2020
SBI Small Cap Fund - Direct Plan - Growth,51.5685,18-06-2020
SBI Small Cap Fund - Direct Plan - Growth,50.9734,17-06-2020
SBI Small Cap Fund - Direct Plan - Growth,50.7675,16-06-2020
SBI Small Cap Fund - Direct Plan - Growth,51.0041,15-06-2020
SBI Small Cap Fund - Direct Plan - Growth,50.8648,12-06-2020
SBI Small Cap Fund - Direct Plan - Growth,50.6426,11-06-2020
SBI Small Cap Fund - Direct Plan - Growth,51.4119,10-06-2020
SBI Small Cap Fund - Direct Plan - Growth,51.1714,09-06-2020
SBI Small Cap Fund - Direct Plan - Growth,51.7451,08-06-2020
SBI Small Cap Fund - Direct Plan - Growth,51.3008,05-06-2020
SBI Small Cap Fund - Direct Plan - Growth,50.798,04-06-2020
SBI Small Cap Fund - Direct Plan - Growth,50.9722,03-06-2020
SBI Small Cap Fund - Direct Plan - Growth,50.232,02-06-2020
SBI Small Cap Fund - Direct Plan - Growth,49.3635,01-06-2020
SBI Small Cap Fund - Direct Plan - Growth,47.8748,29-05-2020
SBI Small Cap Fund - Direct Plan - Growth,47.1434,28-05-2020
SBI Small Cap Fund - Direct Plan - Growth,46.5354,27-05-2020
