Fund_Name,NAV,Date
SBI Small Cap Fund - Direct Plan - Growth,37.4765,12-12-2016
SBI Small Cap Fund - Direct Plan - Growth,37.7144,09-12-2016
SBI Small Cap Fund - Direct Plan - Growth,37.6893,08-12-2016
SBI Small Cap Fund - Direct Plan - Growth,37.3837,07-12-2016
SBI Small Cap Fund - Direct Plan - Growth,37.4778,06-12-2016
SBI Small Cap Fund - Direct Plan - Growth,37.5993,05-12-2016
SBI Small Cap Fund - Direct Plan - Growth,37.6241,02-12-2016
SBI Small Cap Fund - Direct Plan - Growth,38.1715,01-12-2016
SBI Small Cap Fund - Direct Plan - Growth,38.2132,30-11-2016
SBI Small Cap Fund - Direct Plan - Growth,37.9466,29-11-2016
SBI Small Cap Fund - Direct Plan - Growth,37.784,28-11-2016
SBI Small Cap Fund - Direct Plan - Growth,37.3075,25-11-2016
SBI Small Cap Fund - Direct Plan - Growth,36.8274,24-11-2016
SBI Small Cap Fund - Direct Plan - Growth,36.6964,23-11-2016
SBI Small Cap Fund - Direct Plan - Growth,36.3454,22-11-2016
SBI Small Cap Fund - Direct Plan - Growth,36.0161,21-11-2016
SBI Small Cap Fund - Direct Plan - Growth,37.4444,18-11-2016
SBI Small Cap Fund - Direct Plan - Growth,37.079,17-11-2016
SBI Small Cap Fund - Direct Plan - Growth,37.2673,16-11-2016
SBI Small Cap Fund - Direct Plan - Growth,37.2816,15-11-2016
SBI Small Cap Fund - Direct Plan - Growth,39.2286,11-11-2016
SBI Small Cap Fund - Direct Plan - Growth,40.372,10-11-2016
SBI Small Cap Fund - Direct Plan - Growth,39.7184,09-11-2016
SBI Small Cap Fund - Direct Plan - Growth,40.2973,08-11-2016
SBI Small Cap Fund - Direct Plan - Growth,40.3143,07-11-2016
SBI Small Cap Fund - Direct Plan - Growth,39.8044,04-11-2016
SBI Small Cap Fund - Direct Plan - Growth,40.5851,03-11-2016
SBI Small Cap Fund - Direct Plan - Growth,41.034,02-11-2016
SBI Small Cap Fund - Direct Plan - Growth,41.6575,01-11-2016
SBI Small Cap Fund - Direct Plan - Growth,41.0564,28-10-2016
SBI Small Cap Fund - Direct Plan - Growth,40.588,27-10-2016
SBI Small Cap Fund - Direct Plan - Growth,40.5044,26-10-2016
SBI Small Cap Fund - Direct Plan - Growth,40.6786,25-10-2016
SBI Small Cap Fund - Direct Plan - Growth,40.4993,24-10-2016
SBI Small Cap Fund - Direct Plan - Growth,40.0949,21-10-2016
SBI Small Cap Fund - Direct Plan - Growth,40.2785,20-10-2016
SBI Small Cap Fund - Direct Plan - Growth,40.2299,19-10-2016
SBI Small Cap Fund - Direct Plan - Growth,40.0062,18-10-2016
SBI Small Cap Fund - Direct Plan - Growth,39.6723,17-10-2016
SBI Small Cap Fund - Direct Plan - Growth,39.9726,14-10-2016
SBI Small Cap Fund - Direct Plan - Growth,39.7037,13-10-2016
SBI Small Cap Fund - Direct Plan - Growth,40.4711,10-10-2016
SBI Small Cap Fund - Direct Plan - Growth,40.2223,07-10-2016
SBI Small Cap Fund - Direct Plan - Growth,39.8451,06-10-2016
SBI Small Cap Fund - Direct Plan - Growth,39.9987,05-10-2016
SBI Small Cap Fund - Direct Plan - Growth,39.6324,04-10-2016
SBI Small Cap Fund - Direct Plan - Growth,39.4262,03-10-2016
SBI Small Cap Fund - Direct Plan - Growth,38.6634,30-09-2016
SBI Small Cap Fund - Direct Plan - Growth,37.6457,29-09-2016
SBI Small Cap Fund - Direct Plan - Growth,38.8645,28-09-2016
SBI Small Cap Fund - Direct Plan - Growth,38.6536,27-09-2016
SBI Small Cap Fund - Direct Plan - Growth,38.5512,26-09-2016
SBI Small Cap Fund - Direct Plan - Growth,38.6335,23-09-2016
SBI Small Cap Fund - Direct Plan - Growth,38.4994,22-09-2016
SBI Small Cap Fund - Direct Plan - Growth,37.8895,21-09-2016
SBI Small Cap Fund - Direct Plan - Growth,37.8995,20-09-2016
SBI Small Cap Fund - Direct Plan - Growth,37.7317,19-09-2016
SBI Small Cap Fund - Direct Plan - Growth,37.5474,16-09-2016
SBI Small Cap Fund - Direct Plan - Growth,37.5655,15-09-2016
SBI Small Cap Fund - Direct Plan - Growth,37.4695,14-09-2016
SBI Small Cap Fund - Direct Plan - Growth,37.1323,12-09-2016
SBI Small Cap Fund - Direct Plan - Growth,37.8889,09-09-2016
SBI Small Cap Fund - Direct Plan - Growth,38.0072,08-09-2016
SBI Small Cap Fund - Direct Plan - Growth,37.7765,07-09-2016
SBI Small Cap Fund - Direct Plan - Growth,37.9713,06-09-2016
SBI Small Cap Fund - Direct Plan - Growth,37.7261,02-09-2016
SBI Small Cap Fund - Direct Plan - Growth,37.547,01-09-2016
SBI Small Cap Fund - Direct Plan - Growth,37.9673,31-08-2016
SBI Small Cap Fund - Direct Plan - Growth,37.8232,30-08-2016
SBI Small Cap Fund - Direct Plan - Growth,37.3338,29-08-2016
SBI Small Cap Fund - Direct Plan - Growth,37.145,26-08-2016
SBI Small Cap Fund - Direct Plan - Growth,37.1465,25-08-2016
SBI Small Cap Fund - Direct Plan - Growth,37.0685,24-08-2016
SBI Small Cap Fund - Direct Plan - Growth,36.8134,23-08-2016
SBI Small Cap Fund - Direct Plan - Growth,36.7581,22-08-2016
SBI Small Cap Fund - Direct Plan - Growth,36.761,19-08-2016
SBI Small Cap Fund - Direct Plan - Growth,36.6979,18-08-2016
SBI Small Cap Fund - Direct Plan - Growth,36.3047,17-08-2016
SBI Small Cap Fund - Direct Plan - Growth,35.9908,16-08-2016
SBI Small Cap Fund - Direct Plan - Growth,36.0147,12-08-2016
SBI Small Cap Fund - Direct Plan - Growth,35.9288,11-08-2016
SBI Small Cap Fund - Direct Plan - Growth,35.939,10-08-2016
SBI Small Cap Fund - Direct Plan - Growth,36.3094,09-08-2016
SBI Small Cap Fund - Direct Plan - Growth,36.5398,08-08-2016
SBI Small Cap Fund - Direct Plan - Growth,36.4669,05-08-2016
SBI Small Cap Fund - Direct Plan - Growth,36.1689,04-08-2016
SBI Small Cap Fund - Direct Plan - Growth,35.9656,03-08-2016
SBI Small Cap Fund - Direct Plan - Growth,36.3876,02-08-2016
SBI Small Cap Fund - Direct Plan - Growth,36.5024,01-08-2016
SBI Small Cap Fund - Direct Plan - Growth,36.8836,29-07-2016
SBI Small Cap Fund - Direct Plan - Growth,36.7219,28-07-2016
SBI Small Cap Fund - Direct Plan - Growth,36.4712,27-07-2016
SBI Small Cap Fund - Direct Plan - Growth,36.7347,26-07-2016
SBI Small Cap Fund - Direct Plan - Growth,36.9769,25-07-2016
SBI Small Cap Fund - Direct Plan - Growth,36.6433,22-07-2016
SBI Small Cap Fund - Direct Plan - Growth,36.5193,21-07-2016
SBI Small Cap Fund - Direct Plan - Growth,36.5005,20-07-2016
SBI Small Cap Fund - Direct Plan - Growth,36.1272,19-07-2016
SBI Small Cap Fund - Direct Plan - Growth,36.3078,18-07-2016
SBI Small Cap Fund - Direct Plan - Growth,36.3821,15-07-2016
SBI Small Cap Fund - Direct Plan - Growth,36.3687,14-07-2016
SBI Small Cap Fund - Direct Plan - Growth,35.8112,13-07-2016
SBI Small Cap Fund - Direct Plan - Growth,35.7695,12-07-2016
SBI Small Cap Fund - Direct Plan - Growth,35.8859,11-07-2016
SBI Small Cap Fund - Direct Plan - Growth,35.747,08-07-2016
SBI Small Cap Fund - Direct Plan - Growth,35.6973,07-07-2016
SBI Small Cap Fund - Direct Plan - Growth,35.5532,05-07-2016
SBI Small Cap Fund - Direct Plan - Growth,35.5248,04-07-2016
SBI Small Cap Fund - Direct Plan - Growth,35.3909,01-07-2016
SBI Small Cap Fund - Direct Plan - Growth,35.2551,30-06-2016
SBI Small Cap Fund - Direct Plan - Growth,35.1004,29-06-2016
SBI Small Cap Fund - Direct Plan - Growth,34.5703,28-06-2016
SBI Small Cap Fund - Direct Plan - Growth,34.2331,27-06-2016
SBI Small Cap Fund - Direct Plan - Growth,33.9007,24-06-2016
SBI Small Cap Fund - Direct Plan - Growth,34.2001,23-06-2016
SBI Small Cap Fund - Direct Plan - Growth,34.2584,22-06-2016
SBI Small Cap Fund - Direct Plan - Growth,34.2368,21-06-2016
SBI Small Cap Fund - Direct Plan - Growth,34.2823,20-06-2016
SBI Small Cap Fund - Direct Plan - Growth,34.405,17-06-2016
SBI Small Cap Fund - Direct Plan - Growth,34.26,16-06-2016
SBI Small Cap Fund - Direct Plan - Growth,34.3849,15-06-2016
SBI Small Cap Fund - Direct Plan - Growth,34.0845,14-06-2016
SBI Small Cap Fund - Direct Plan - Growth,34.1257,13-06-2016
SBI Small Cap Fund - Direct Plan - Growth,34.345,10-06-2016
SBI Small Cap Fund - Direct Plan - Growth,34.2408,09-06-2016
SBI Small Cap Fund - Direct Plan - Growth,34.5334,08-06-2016
SBI Small Cap Fund - Direct Plan - Growth,34.4547,07-06-2016
SBI Small Cap Fund - Direct Plan - Growth,34.0559,06-06-2016
SBI Small Cap Fund - Direct Plan - Growth,33.8652,03-06-2016
SBI Small Cap Fund - Direct Plan - Growth,33.9535,02-06-2016
SBI Small Cap Fund - Direct Plan - Growth,33.793,01-06-2016
SBI Small Cap Fund - Direct Plan - Growth,33.7683,31-05-2016
SBI Small Cap Fund - Direct Plan - Growth,33.8423,30-05-2016
SBI Small Cap Fund - Direct Plan - Growth,33.7237,27-05-2016
SBI Small Cap Fund - Direct Plan - Growth,33.5544,26-05-2016
SBI Small Cap Fund - Direct Plan - Growth,33.6057,25-05-2016
SBI Small Cap Fund - Direct Plan - Growth,33.416,24-05-2016
SBI Small Cap Fund - Direct Plan - Growth,33.6583,23-05-2016
SBI Small Cap Fund - Direct Plan - Growth,33.6161,20-05-2016
SBI Small Cap Fund - Direct Plan - Growth,33.8355,19-05-2016
SBI Small Cap Fund - Direct Plan - Growth,34.3194,18-05-2016
SBI Small Cap Fund - Direct Plan - Growth,34.2682,17-05-2016
SBI Small Cap Fund - Direct Plan - Growth,34.214,16-05-2016
SBI Small Cap Fund - Direct Plan - Growth,34.2819,13-05-2016
SBI Small Cap Fund - Direct Plan - Growth,34.334,12-05-2016
SBI Small Cap Fund - Direct Plan - Growth,33.9502,11-05-2016
SBI Small Cap Fund - Direct Plan - Growth,33.8602,10-05-2016
SBI Small Cap Fund - Direct Plan - Growth,34.0572,09-05-2016
SBI Small Cap Fund - Direct Plan - Growth,33.8769,06-05-2016
SBI Small Cap Fund - Direct Plan - Growth,33.9939,05-05-2016
SBI Small Cap Fund - Direct Plan - Growth,33.7226,04-05-2016
SBI Small Cap Fund - Direct Plan - Growth,34.0306,03-05-2016
SBI Small Cap Fund - Direct Plan - Growth,34.0495,02-05-2016
SBI Small Cap Fund - Direct Plan - Growth,34.1348,29-04-2016
SBI Small Cap Fund - Direct Plan - Growth,34.1016,28-04-2016
SBI Small Cap Fund - Direct Plan - Growth,34.3437,27-04-2016
SBI Small Cap Fund - Direct Plan - Growth,34.1453,26-04-2016
SBI Small Cap Fund - Direct Plan - Growth,33.9629,25-04-2016
SBI Small Cap Fund - Direct Plan - Growth,34.001,22-04-2016
SBI Small Cap Fund - Direct Plan - Growth,34.1677,21-04-2016
SBI Small Cap Fund - Direct Plan - Growth,34.2725,20-04-2016
SBI Small Cap Fund - Direct Plan - Growth,34.1922,18-04-2016
SBI Small Cap Fund - Direct Plan - Growth,33.7693,13-04-2016
SBI Small Cap Fund - Direct Plan - Growth,33.512,12-04-2016
SBI Small Cap Fund - Direct Plan - Growth,33.3875,11-04-2016
SBI Small Cap Fund - Direct Plan - Growth,33.065,08-04-2016
SBI Small Cap Fund - Direct Plan - Growth,33.0194,07-04-2016
SBI Small Cap Fund - Direct Plan - Growth,33.2317,06-04-2016
SBI Small Cap Fund - Direct Plan - Growth,32.9295,05-04-2016
SBI Small Cap Fund - Direct Plan - Growth,33.112,04-04-2016
SBI Small Cap Fund - Direct Plan - Growth,32.6099,01-04-2016
SBI Small Cap Fund - Direct Plan - Growth,32.3614,31-03-2016
SBI Small Cap Fund - Direct Plan - Growth,32.3132,30-03-2016
SBI Small Cap Fund - Direct Plan - Growth,31.9445,29-03-2016
SBI Small Cap Fund - Direct Plan - Growth,31.8759,28-03-2016
SBI Small Cap Fund - Direct Plan - Growth,32.2192,23-03-2016
SBI Small Cap Fund - Direct Plan - Growth,31.8682,22-03-2016
SBI Small Cap Fund - Direct Plan - Growth,31.9899,21-03-2016
SBI Small Cap Fund - Direct Plan - Growth,31.5504,18-03-2016
SBI Small Cap Fund - Direct Plan - Growth,31.3309,17-03-2016
SBI Small Cap Fund - Direct Plan - Growth,31.2445,16-03-2016
SBI Small Cap Fund - Direct Plan - Growth,31.1758,15-03-2016
SBI Small Cap Fund - Direct Plan - Growth,31.3364,14-03-2016
SBI Small Cap Fund - Direct Plan - Growth,31.0885,11-03-2016
SBI Small Cap Fund - Direct Plan - Growth,31.0779,10-03-2016
SBI Small Cap Fund - Direct Plan - Growth,31.0997,09-03-2016
SBI Small Cap Fund - Direct Plan - Growth,31.0575,08-03-2016
SBI Small Cap Fund - Direct Plan - Growth,31.114,04-03-2016
SBI Small Cap Fund - Direct Plan - Growth,31.1097,03-03-2016
SBI Small Cap Fund - Direct Plan - Growth,30.9607,02-03-2016
SBI Small Cap Fund - Direct Plan - Growth,30.5287,01-03-2016
SBI Small Cap Fund - Direct Plan - Growth,29.7635,29-02-2016
SBI Small Cap Fund - Direct Plan - Growth,29.9406,26-02-2016
SBI Small Cap Fund - Direct Plan - Growth,30.24,25-02-2016
SBI Small Cap Fund - Direct Plan - Growth,30.265,24-02-2016
SBI Small Cap Fund - Direct Plan - Growth,30.6836,23-02-2016
SBI Small Cap Fund - Direct Plan - Growth,31.016,22-02-2016
SBI Small Cap Fund - Direct Plan - Growth,31.1002,19-02-2016
SBI Small Cap Fund - Direct Plan - Growth,31.0755,18-02-2016
SBI Small Cap Fund - Direct Plan - Growth,30.7027,17-02-2016
SBI Small Cap Fund - Direct Plan - Growth,30.4216,16-02-2016
SBI Small Cap Fund - Direct Plan - Growth,31.0517,15-02-2016
SBI Small Cap Fund - Direct Plan - Growth,30.1716,12-02-2016
SBI Small Cap Fund - Direct Plan - Growth,30.4832,11-02-2016
SBI Small Cap Fund - Direct Plan - Growth,31.6489,10-02-2016
SBI Small Cap Fund - Direct Plan - Growth,32.0579,09-02-2016
SBI Small Cap Fund - Direct Plan - Growth,32.1441,08-02-2016
SBI Small Cap Fund - Direct Plan - Growth,32.187,05-02-2016
